1	30	44	0	-1	0	0	
1	30	45	1	-1	0	0	
1	31	42	2	-1	0	0	
1	31	43	3	-1	0	0	
1	31	44	4	-1	0	0	
1	31	45	5	-1	0	0	
1	31	46	6	-1	0	0	
1	31	47	7	-1	0	0	
1	32	41	8	-1	0	0	
1	32	42	9	-1	0	0	
1	32	43	10	-1	0	0	
1	32	44	11	-1	0	0	
1	32	45	12	-1	0	0	
1	32	46	13	-1	0	0	
1	32	47	14	-1	0	0	
1	33	41	15	-1	0	0	
1	33	42	16	-1	0	0	
1	33	43	17	-1	0	0	
1	33	44	18	-1	0	0	
1	33	45	19	-1	0	0	
1	33	46	20	-1	0	0	
1	33	47	21	-1	0	0	
1	33	48	22	-1	0	0	
1	34	40	23	-1	0	0	
1	34	41	24	-1	0	0	
1	34	42	25	-1	0	0	
1	34	43	26	-1	0	0	
1	34	44	27	-1	0	0	
1	34	45	28	-1	0	0	
1	34	46	29	-1	0	0	
1	34	47	30	-1	0	0	
1	34	48	31	-1	0	0	
1	35	40	32	-1	0	0	
1	35	41	33	-1	0	0	
1	35	42	34	-1	0	0	
1	35	43	35	-1	0	0	
1	35	44	36	-1	0	0	
1	35	45	37	-1	0	0	
1	35	46	38	-1	0	0	
1	35	47	39	-1	0	0	
1	35	48	40	-1	0	0	
1	36	41	41	-1	0	0	
1	36	42	42	-1	0	0	
1	36	43	43	-1	0	0	
1	36	44	44	-1	0	0	
1	36	45	45	-1	0	0	
1	36	46	46	-1	0	0	
1	36	47	47	-1	0	0	
1	37	42	48	-1	0	0	
1	37	43	49	-1	0	0	
1	37	44	50	-1	0	0	
1	37	45	51	-1	0	0	
1	37	46	52	-1	0	0	
1	37	47	53	-1	0	0	
1	38	43	54	-1	0	0	
1	38	44	55	-1	0	0	
1	38	45	56	-1	0	0	
1	50	10	57	-1	0	0	
1	50	11	58	-1	0	0	
1	51	9	59	-1	0	0	
1	51	10	60	-1	0	0	
1	51	11	61	-1	0	0	
1	51	12	62	-1	0	0	
1	52	9	63	-1	0	0	
1	52	10	64	-1	0	0	
1	52	11	65	-1	0	0	
1	52	12	66	-1	0	0	
1	52	13	67	-1	0	0	
1	53	9	68	-1	0	0	
1	53	10	69	-1	0	0	
1	53	11	70	-1	0	0	
1	53	12	71	-1	0	0	
1	54	10	72	-1	0	0	
1	54	11	73	-1	0	0	
1	54	12	74	-1	0	0	
1	87	42	75	-1	0	0	
1	87	43	76	-1	0	0	
1	87	44	77	-1	0	0	
1	87	45	78	-1	0	0	
