18	34	2	
18	36	28	
18	39	2	
18	41	3	
18	46	5	
18	49	35	
18	50	40	
18	51	4	
18	55	6	
18	59	7	
18	64	6	
18	69	4	
18	74	4	
18	79	4	
18	84	5	
18	89	9	
18	93	13	
18	94	33	
18	94	43	
18	95	27	
19	2	15	
19	3	14	
19	7	8	
19	12	7	
19	17	7	
19	18	46	
19	21	8	
19	26	7	
19	30	25	
19	32	28	
19	35	2	
19	37	28	
19	39	25	
19	43	57	
19	48	52	
19	49	50	
19	50	46	
19	53	6	
19	56	8	
19	60	39	
19	65	43	
19	70	44	
19	75	45	
19	80	46	
19	85	47	
19	90	47	
19	94	14	
19	94	41	
19	96	19	
20	1	21	
20	2	26	
20	5	11	
20	10	7	
20	15	7	
20	18	42	
20	19	51	
20	24	8	
20	29	4	
20	31	27	
20	34	2	
20	36	28	
20	39	2	
20	41	58	
20	46	55	
20	49	8	
20	49	37	
20	50	10	
20	50	45	
20	51	14	
20	53	9	
20	55	10	
20	59	39	
20	64	43	
20	69	45	
20	74	45	
20	79	46	
20	84	47	
20	89	47	
20	93	43	
20	94	41	
20	96	19	
20	96	29	
21	2	19	
21	4	13	
21	9	8	
21	14	7	
21	18	40	
21	19	49	
21	23	8	
21	28	5	
21	30	27	
21	32	58	
21	35	20	
21	37	58	
21	39	26	
21	44	5	
21	47	12	
21	48	14	
21	49	34	
21	50	16	
21	51	32	
21	55	34	
21	60	7	
21	65	5	
21	70	3	
21	75	2	
21	80	3	
21	85	4	
21	90	8	
21	94	12	
21	95	33	
21	96	30	
22	1	21	
22	2	26	
22	5	11	
22	9	35	
22	14	37	
22	19	39	
22	19	49	
22	23	55	
22	28	58	
22	30	58	
22	33	20	
22	35	58	
22	38	21	
22	39	58	
22	44	56	
22	46	15	
22	48	51	
22	49	45	
22	52	16	
22	56	11	
22	60	41	
22	65	44	
22	70	46	
22	75	46	
22	80	46	
22	85	47	
22	90	46	
22	94	12	
22	95	35	
22	97	19	
23	2	17	
23	2	27	
23	5	32	
23	10	35	
23	15	36	
23	19	40	
23	20	49	
23	24	9	
23	29	5	
23	30	28	
23	33	3	
23	35	29	
23	38	3	
23	39	27	
23	44	6	
23	45	15	
23	48	35	
23	49	41	
23	50	32	
23	55	12	
23	59	8	
23	64	4	
23	69	3	
23	74	2	
23	79	2	
23	84	3	
23	89	6	
23	93	43	
23	95	36	
23	97	19	
23	97	29	
24	2	25	
24	5	12	
24	9	35	
24	14	36	
24	19	37	
24	20	46	
24	23	10	
24	28	8	
24	30	23	
24	32	20	
24	34	58	
24	37	21	
24	39	24	
24	42	5	
24	45	12	
24	47	34	
24	48	40	
24	49	44	
24	53	17	
24	56	37	
24	61	42	
24	66	45	
24	71	46	
24	76	46	
24	81	46	
24	86	46	
24	91	45	
24	95	13	
24	96	33	
24	97	31	
25	2	22	
25	3	29	
25	8	10	
25	13	8	
25	18	9	
25	20	43	
25	21	49	
25	25	11	
25	29	7	
25	30	25	
25	32	57	
25	35	21	
25	37	29	
25	39	4	
25	43	8	
25	44	55	
25	46	37	
25	48	19	
25	48	49	
25	53	33	
25	56	37	
25	60	42	
25	65	45	
25	70	46	
25	75	47	
25	80	46	
25	85	46	
25	90	46	
25	94	40	
25	96	32	
25	97	30	
26	2	20	
26	3	27	
26	6	32	
26	11	35	
26	16	35	
26	21	35	
26	21	47	
26	22	52	
26	26	55	
26	29	57	
26	31	30	
26	33	30	
26	35	24	
26	36	28	
26	38	27	
26	42	55	
26	44	33	
26	46	37	
26	47	43	
26	49	20	
26	53	33	
26	56	37	
26	60	42	
26	65	45	
26	70	47	
26	75	47	
26	80	47	
26	85	46	
26	90	45	
26	94	40	
26	96	33	
26	98	19	
27	3	18	
27	4	17	
27	7	32	
27	12	34	
27	17	34	
27	21	44	
27	22	48	
27	23	52	
27	25	34	
27	29	11	
27	31	26	
27	32	27	
27	33	29	
27	35	25	
27	38	56	
27	43	10	
27	44	34	
27	45	52	
27	47	30	
27	50	20	
27	54	15	
27	57	10	
27	61	5	
27	66	3	
27	71	2	
27	76	2	
27	81	2	
27	86	4	
27	91	7	
27	94	41	
27	96	35	
27	98	21	
28	3	22	
28	5	15	
28	9	12	
28	14	10	
28	19	11	
28	22	45	
28	23	50	
28	25	37	
28	27	33	
28	32	8	
28	37	6	
28	42	9	
28	43	52	
28	45	15	
28	46	43	
28	49	20	
28	53	18	
28	56	11	
28	59	41	
28	64	45	
28	69	46	
28	74	47	
28	79	47	
28	84	46	
28	89	45	
28	94	11	
28	96	33	
28	98	19	
28	98	29	
29	5	26	
29	9	13	
29	13	11	
29	18	11	
29	23	13	
29	24	40	
29	25	39	
29	27	13	
29	30	55	
29	35	55	
29	40	54	
29	43	37	
29	44	42	
29	45	44	
29	48	30	
29	53	18	
29	55	36	
29	59	7	
29	64	3	
29	69	2	
29	74	2	
29	79	2	
29	84	3	
29	89	5	
29	93	42	
29	96	14	
29	98	18	
29	98	28	
30	6	18	
30	8	15	
30	12	31	
30	17	12	
30	22	13	
30	25	13	
30	25	49	
30	27	34	
30	29	11	
30	33	54	
30	38	7	
30	41	52	
30	43	39	
30	43	49	
30	46	15	
30	51	19	
30	54	34	
30	57	39	
30	62	5	
30	67	2	
30	72	2	
30	77	2	
30	82	2	
30	87	4	
30	92	8	
30	95	13	
30	97	17	
30	98	24	
31	6	24	
31	7	26	
31	9	28	
31	12	14	
31	15	31	
31	20	31	
31	25	33	
31	27	11	
31	27	44	
31	28	51	
31	31	52	
31	34	53	
31	38	7	
31	40	50	
31	41	49	
31	42	45	
31	45	12	
31	49	30	
31	54	15	
31	56	37	
31	60	42	
31	65	45	
31	70	47	
31	75	47	
31	80	47	
31	85	46	
31	90	44	
31	94	38	
31	96	35	
31	98	22	
32	8	21	
32	9	22	
32	10	27	
32	12	29	
32	15	29	
32	18	30	
32	23	32	
32	28	10	
32	28	47	
32	29	49	
32	31	47	
32	33	49	
32	35	50	
32	37	49	
32	39	43	
32	40	44	
32	43	37	
32	47	33	
32	51	17	
32	55	34	
32	58	39	
32	63	4	
32	68	2	
32	73	2	
32	78	2	
32	83	3	
32	88	5	
32	93	9	
32	95	36	
32	97	31	
32	98	27	
33	11	19	
33	12	19	
33	13	18	
33	14	26	
33	17	29	
33	22	32	
33	27	37	
33	31	7	
33	32	46	
33	34	44	
33	36	6	
33	38	6	
33	42	39	
33	47	12	
33	51	31	
33	55	35	
33	59	40	
33	64	4	
33	69	2	
33	74	2	
33	79	2	
33	84	3	
33	89	6	
33	93	10	
33	96	15	
33	97	31	
34	13	21	
34	15	18	
34	16	18	
34	21	13	
34	26	9	
34	31	6	
34	36	5	
34	41	6	
34	45	38	
34	49	12	
34	52	15	
34	56	36	
34	60	41	
34	65	45	
34	70	46	
34	75	47	
34	80	46	
34	85	45	
34	90	42	
34	94	36	
34	97	17	
34	98	22	
35	16	24	
35	19	30	
35	24	10	
35	29	6	
35	34	5	
35	39	5	
35	44	7	
35	49	11	
35	54	14	
35	58	10	
35	62	43	
35	67	45	
35	72	46	
35	77	46	
35	82	45	
35	87	43	
35	92	39	
35	95	34	
35	97	21	
36	16	20	
36	17	28	
36	20	33	
36	25	38	
36	30	41	
36	35	42	
36	40	41	
36	45	39	
36	50	35	
36	55	34	
36	60	8	
36	65	4	
36	70	3	
36	75	2	
36	80	3	
36	85	4	
36	90	7	
36	94	12	
36	96	18	
36	97	25	
37	16	25	
37	18	30	
37	22	10	
37	27	6	
37	32	4	
37	37	4	
37	42	5	
37	47	7	
37	52	12	
37	57	12	
37	61	7	
37	66	4	
37	71	3	
37	76	3	
37	81	3	
37	86	5	
37	91	8	
37	94	34	
37	96	20	
37	97	26	
38	16	27	
38	18	32	
38	22	37	
38	27	41	
38	32	42	
38	37	43	
38	42	42	
38	47	39	
38	52	35	
38	57	35	
38	62	7	
38	67	4	
38	72	3	
38	77	3	
38	82	4	
38	87	5	
38	92	9	
38	94	35	
38	96	20	
39	16	18	
39	16	28	
39	18	33	
39	22	38	
39	27	41	
39	32	43	
39	37	43	
39	42	42	
39	47	40	
39	52	10	
39	56	34	
39	60	39	
39	65	43	
39	70	44	
39	75	45	
39	80	44	
39	85	43	
39	90	40	
39	93	36	
39	95	18	
39	96	24	
40	16	23	
40	17	31	
40	20	36	
40	25	5	
40	30	3	
40	35	3	
40	40	3	
40	45	4	
40	50	8	
40	55	13	
40	60	10	
40	64	41	
40	69	44	
40	74	44	
40	79	44	
40	84	43	
40	89	41	
40	93	34	
40	94	33	
40	95	25	
41	15	24	
41	16	30	
41	19	10	
41	23	40	
41	28	43	
41	33	44	
41	38	44	
41	43	43	
41	48	40	
41	53	10	
41	57	34	
41	62	39	
41	67	42	
41	72	44	
41	77	44	
41	82	44	
41	87	43	
41	92	7	
41	94	11	
41	94	30	
41	95	26	
42	15	26	
42	17	14	
42	20	9	
42	25	5	
42	30	3	
42	35	2	
42	40	2	
42	45	3	
42	50	7	
42	54	35	
42	59	35	
42	64	40	
42	69	42	
42	74	43	
42	79	43	
42	84	43	
42	89	42	
42	92	39	
42	94	11	
42	94	21	
43	15	16	
43	15	26	
43	17	13	
43	20	38	
43	25	42	
43	30	44	
43	35	45	
43	40	44	
43	45	43	
43	50	40	
43	54	35	
43	59	14	
43	64	9	
43	69	6	
43	74	5	
43	79	6	
43	84	5	
43	89	5	
43	92	39	
43	93	23	
43	93	33	
43	94	14	
44	14	20	
44	15	19	
44	16	32	
44	20	38	
44	25	42	
44	30	44	
44	35	45	
44	40	45	
44	45	43	
44	50	40	
44	54	35	
44	59	15	
44	62	36	
44	66	39	
44	71	7	
44	76	6	
44	81	6	
44	86	5	
44	89	45	
44	92	26	
44	93	4	
44	93	33	
44	93	44	
44	94	42	
45	14	16	
45	14	26	
45	16	12	
45	19	38	
45	24	42	
45	29	44	
45	34	45	
45	39	45	
45	44	44	
45	49	41	
45	54	11	
45	58	16	
45	61	35	
45	65	10	
45	69	40	
45	73	41	
45	78	42	
45	83	45	
45	88	47	
45	91	47	
45	92	26	
45	93	16	
45	94	37	
45	95	42	
46	14	13	
46	14	23	
46	15	31	
46	19	8	
46	24	4	
46	29	2	
46	34	2	
46	39	2	
46	44	3	
46	49	5	
46	53	37	
46	57	16	
46	61	34	
46	65	12	
46	68	38	
46	72	40	
46	76	9	
46	81	7	
46	86	4	
46	90	22	
46	91	22	
46	92	31	
46	94	15	
46	96	12	
46	97	11	
47	9	12	
47	11	13	
47	13	14	
47	14	21	
47	15	30	
47	18	37	
47	23	41	
47	28	44	
47	33	45	
47	38	45	
47	43	44	
47	48	42	
47	53	9	
47	56	34	
47	61	19	
47	64	17	
47	67	37	
47	70	38	
47	74	38	
47	78	41	
47	83	7	
47	88	3	
47	89	27	
47	91	3	
47	93	3	
47	95	35	
47	97	5	
47	98	9	
48	7	8	
48	8	12	
48	10	6	
48	11	15	
48	13	9	
48	14	25	
48	16	32	
48	20	6	
48	25	4	
48	30	2	
48	35	2	
48	40	2	
48	45	3	
48	50	5	
48	54	10	
48	57	17	
48	61	21	
48	65	16	
48	68	14	
48	72	11	
48	75	37	
48	79	10	
48	83	8	
48	87	49	
48	88	28	
48	90	30	
48	93	3	
48	95	35	
48	97	37	
48	98	7	
49	5	8	
49	6	15	
49	10	5	
49	13	20	
49	14	28	
49	17	35	
49	22	5	
49	27	3	
49	32	2	
49	37	2	
49	42	2	
49	47	3	
49	52	7	
49	56	13	
49	58	33	
49	63	34	
49	67	35	
49	72	13	
49	76	12	
49	79	11	
49	82	10	
49	86	4	
49	87	27	
49	89	30	
49	92	3	
49	94	33	
49	96	46	
49	98	10	
49	99	9	
50	5	6	
50	8	18	
50	13	5	
50	15	5	
50	17	35	
50	22	5	
50	27	3	
50	32	2	
50	37	2	
50	42	2	
50	47	4	
50	52	7	
50	56	13	
50	58	33	
50	63	33	
50	68	16	
50	72	33	
50	75	34	
50	78	35	
50	79	44	
50	84	7	
50	86	24	
50	87	29	
50	89	50	
50	92	15	
50	94	49	
50	97	12	
50	98	11	
51	3	7	
51	4	16	
51	9	19	
51	13	23	
51	15	31	
51	19	37	
51	24	4	
51	29	3	
51	34	2	
51	39	2	
51	44	3	
51	49	5	
51	54	9	
51	57	16	
51	60	23	
51	65	21	
51	69	33	
51	74	32	
51	79	11	
51	79	42	
51	83	9	
51	85	27	
51	87	3	
51	89	17	
51	91	50	
51	94	14	
51	96	47	
51	98	8	
51	98	43	
52	3	14	
52	7	19	
52	12	21	
52	15	28	
52	18	5	
52	23	5	
52	28	3	
52	33	2	
52	38	2	
52	43	2	
52	48	4	
52	53	8	
52	56	15	
52	59	22	
52	63	31	
52	68	17	
52	73	12	
52	78	11	
52	79	42	
52	81	47	
52	85	27	
52	87	4	
52	89	3	
52	91	31	
52	94	3	
52	96	34	
52	98	7	
52	98	43	
53	2	15	
53	7	3	
53	12	3	
53	15	27	
53	18	5	
53	22	40	
53	27	43	
53	32	44	
53	37	45	
53	42	44	
53	47	42	
53	52	38	
53	56	14	
53	58	33	
53	62	25	
53	66	19	
53	70	13	
53	74	11	
53	78	10	
53	79	43	
53	81	47	
53	86	26	
53	87	29	
53	89	20	
53	91	50	
53	94	14	
53	96	47	
53	97	46	
54	2	7	
54	3	16	
54	8	2	
54	13	3	
54	15	29	
54	19	5	
54	23	40	
54	28	43	
54	33	44	
54	38	44	
54	43	43	
54	48	41	
54	53	9	
54	56	16	
54	58	33	
54	62	29	
54	66	17	
54	69	13	
54	73	9	
54	76	32	
54	79	38	
54	80	36	
54	84	49	
54	88	23	
54	89	22	
54	90	50	
54	93	4	
54	95	12	
54	96	35	
54	98	39	
55	2	6	
55	4	18	
55	9	20	
55	14	23	
55	16	31	
55	20	37	
55	25	41	
55	30	43	
55	35	44	
55	40	44	
55	45	42	
55	50	39	
55	55	12	
55	57	20	
55	60	26	
55	63	22	
55	66	32	
55	69	32	
55	73	32	
55	78	7	
55	79	42	
55	83	6	
55	88	5	
55	90	22	
55	91	20	
55	92	32	
55	94	12	
55	95	34	
55	98	38	
56	1	13	
56	3	18	
56	8	20	
56	13	22	
56	16	29	
56	19	36	
56	24	40	
56	29	43	
56	34	44	
56	39	44	
56	44	42	
56	49	40	
56	54	11	
56	56	34	
56	59	25	
56	62	23	
56	65	14	
56	67	32	
56	72	7	
56	76	34	
56	79	40	
56	82	47	
56	87	50	
56	91	5	
56	92	19	
56	93	17	
56	94	13	
56	97	38	
57	1	11	
57	3	5	
57	7	20	
57	12	21	
57	16	27	
57	19	34	
57	24	6	
57	29	4	
57	34	3	
57	39	3	
57	44	4	
57	49	6	
57	53	36	
57	56	18	
57	58	29	
57	61	27	
57	63	19	
57	66	10	
57	69	33	
57	74	5	
57	79	5	
57	81	5	
57	85	49	
57	90	49	
57	92	24	
57	93	20	
57	94	15	
57	97	38	
58	1	12	
58	3	17	
58	8	2	
58	13	2	
58	16	27	
58	19	34	
58	24	6	
58	29	4	
58	34	3	
58	39	3	
58	44	4	
58	49	7	
58	53	35	
58	56	19	
58	58	26	
58	61	27	
58	63	15	
58	66	33	
58	71	34	
58	76	36	
58	80	41	
58	84	4	
58	89	5	
58	92	29	
58	93	24	
58	94	16	
58	95	46	
59	1	10	
59	3	5	
59	8	2	
59	13	2	
59	17	4	
59	19	33	
59	24	7	
59	29	5	
59	34	4	
59	39	4	
59	44	5	
59	49	7	
59	53	34	
59	56	20	
59	57	27	
59	61	20	
59	63	11	
59	67	7	
59	72	5	
59	77	4	
59	81	41	
59	84	46	
59	88	48	
59	92	31	
59	93	35	
59	94	19	
59	94	46	
59	96	41	
60	2	14	
60	6	19	
60	11	20	
60	16	22	
60	18	30	
60	22	36	
60	27	40	
60	32	42	
60	37	42	
60	42	41	
60	47	39	
60	52	12	
60	55	18	
60	56	25	
60	60	26	
60	62	13	
60	65	33	
60	70	35	
60	75	37	
60	80	39	
60	84	4	
60	87	47	
60	91	7	
60	93	9	
60	93	45	
60	94	39	
60	95	19	
61	2	12	
61	5	4	
61	10	2	
61	15	3	
61	18	25	
61	21	8	
61	25	8	
61	30	6	
61	35	5	
61	40	5	
61	45	7	
61	50	10	
61	53	16	
61	54	30	
61	60	19	
61	61	14	
61	63	10	
61	68	5	
61	73	3	
61	78	3	
61	83	3	
61	85	44	
61	88	44	
61	91	35	
61	92	8	
61	92	42	
61	93	41	
61	95	16	
62	2	8	
62	3	16	
62	8	19	
62	13	19	
62	17	20	
62	19	26	
62	21	33	
62	26	9	
62	31	7	
62	36	6	
62	41	6	
62	46	8	
62	50	11	
62	52	30	
62	53	29	
62	60	17	
62	60	27	
62	63	9	
62	67	35	
62	72	37	
62	77	38	
62	82	39	
62	86	41	
62	88	42	
62	90	37	
62	92	8	
62	94	29	
62	96	18	
63	3	9	
63	6	4	
63	11	3	
63	16	5	
63	18	18	
63	19	17	
63	20	13	
63	21	13	
63	23	12	
63	27	9	
63	32	7	
63	37	7	
63	42	8	
63	46	36	
63	50	14	
63	52	19	
63	52	29	
63	60	18	
63	61	11	
63	63	32	
63	68	35	
63	73	37	
63	78	38	
63	83	39	
63	88	38	
63	92	33	
63	95	14	
63	96	22	
64	4	8	
64	8	4	
64	13	4	
64	17	14	
64	19	14	
64	21	14	
64	21	24	
64	22	30	
64	24	33	
64	27	11	
64	32	8	
64	37	7	
64	42	8	
64	47	11	
64	49	15	
64	51	19	
64	51	29	
64	60	17	
64	62	9	
64	66	5	
64	71	3	
64	76	2	
64	81	2	
64	86	3	
64	91	6	
64	94	11	
64	96	17	
65	4	8	
65	6	6	
65	9	17	
65	14	5	
65	16	12	
65	22	19	
65	23	16	
65	24	31	
65	27	34	
65	31	9	
65	35	8	
65	38	38	
65	42	37	
65	46	33	
65	49	16	
65	50	22	
65	59	20	
65	60	25	
65	63	7	
65	67	35	
65	72	38	
65	77	39	
65	82	39	
65	87	37	
65	92	33	
65	95	27	
65	97	18	
66	5	13	
66	7	7	
66	9	16	
66	12	15	
66	14	15	
66	23	20	
66	24	19	
66	24	29	
66	26	32	
66	30	11	
66	33	36	
66	38	9	
66	42	10	
66	45	33	
66	48	17	
66	49	23	
66	59	21	
66	60	27	
66	63	32	
66	68	36	
66	73	38	
66	78	39	
66	83	39	
66	88	37	
66	93	32	
66	96	14	
66	97	21	
67	8	9	
67	9	11	
67	10	13	
67	12	7	
67	13	10	
67	25	20	
67	26	17	
67	28	13	
67	30	33	
67	34	9	
67	37	34	
67	40	34	
67	43	33	
67	46	27	
67	47	27	
67	59	17	
67	60	15	
67	62	8	
67	66	35	
67	71	37	
67	76	39	
67	81	39	
67	86	38	
67	91	34	
67	95	12	
67	97	17	
68	26	20	
68	27	25	
68	29	29	
68	32	31	
68	35	32	
68	38	33	
68	41	31	
68	44	28	
68	46	24	
68	59	16	
68	60	14	
68	61	30	
68	65	34	
68	70	37	
68	75	39	
68	80	39	
68	85	38	
68	90	35	
68	95	10	
68	97	16	
69	27	16	
69	28	14	
69	31	10	
69	34	30	
69	37	31	
69	41	29	
69	45	12	
69	46	20	
69	52	37	
69	53	41	
69	55	36	
69	56	39	
69	58	38	
69	60	13	
69	61	11	
69	64	34	
69	69	37	
69	74	39	
69	79	39	
69	84	38	
69	89	36	
69	94	31	
69	96	28	
69	97	24	
70	28	13	
70	31	9	
70	36	7	
70	41	8	
70	45	23	
70	47	17	
70	49	40	
70	50	41	
70	52	33	
70	53	44	
70	55	43	
70	57	34	
70	58	40	
70	59	22	
70	59	40	
70	60	26	
70	60	36	
70	61	34	
70	63	8	
70	67	36	
70	72	38	
70	77	39	
70	82	39	
70	87	37	
70	92	33	
70	96	13	
70	97	20	
71	27	17	
71	29	10	
71	34	6	
71	39	6	
71	43	26	
71	46	21	
71	47	35	
71	48	39	
71	50	43	
71	53	30	
71	56	31	
71	58	45	
71	59	43	
